2025-05-03 14:17:34,606 INFO     __main__: Инициализация TelegramClient...
2025-05-03 14:36:43,364 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.moomoo.me: HTTPSConnectionPool(host='nitter.moomoo.me', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)')))
2025-05-03 14:36:44,803 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.privacy.com.de: HTTPSConnectionPool(host='nitter.privacy.com.de', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1016)')))
2025-05-03 14:36:45,399 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.fdn.fr: HTTPSConnectionPool(host='nitter.fdn.fr', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c39e810>: Failed to resolve 'nitter.fdn.fr' ([Errno -2] Name or service not known)"))
2025-05-03 14:36:46,053 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.1d4.us: HTTPSConnectionPool(host='nitter.1d4.us', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c3c15d0>: Failed to resolve 'nitter.1d4.us' ([Errno -5] No address associated with hostname)"))
2025-05-03 14:36:46,941 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.10qt.net: HTTPSConnectionPool(host='nitter.10qt.net', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 14:36:48,224 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.ahwx.org: HTTPSConnectionPool(host='nitter.ahwx.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, "[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nitter.ahwx.org'. (_ssl.c:1016)")))
2025-05-03 14:36:49,760 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.asmallr.tech: HTTPSConnectionPool(host='nitter.asmallr.tech', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c3c1690>: Failed to resolve 'nitter.asmallr.tech' ([Errno -2] Name or service not known)"))
2025-05-03 14:36:55,328 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.batsense.net: HTTPSConnectionPool(host='nitter.batsense.net', port=443): Read timed out. (read timeout=5)
2025-05-03 14:36:56,614 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.bierlefeld.com: HTTPSConnectionPool(host='nitter.bierlefeld.com', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)')))
2025-05-03 14:36:57,992 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.blahaj.land: HTTPSConnectionPool(host='nitter.blahaj.land', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 14:36:58,806 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.buntcomm.com: HTTPSConnectionPool(host='nitter.buntcomm.com', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 14:36:59,472 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.colibriste.org: HTTPSConnectionPool(host='nitter.colibriste.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1016)')))
2025-05-03 14:37:04,551 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.crabf.art: HTTPSConnectionPool(host='nitter.crabf.art', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f4d6c3c8390>, 'Connection to nitter.crabf.art timed out. (connect timeout=5)'))
2025-05-03 14:37:10,650 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.fullex.fr: HTTPSConnectionPool(host='nitter.fullex.fr', port=443): Read timed out. (read timeout=5)
2025-05-03 14:37:15,741 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.gl-pillet.fr: HTTPSConnectionPool(host='nitter.gl-pillet.fr', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f4d6c3c11d0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2025-05-03 14:37:19,209 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.mint.lgbt: HTTPSConnectionPool(host='nitter.mint.lgbt', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c3de010>: Failed to resolve 'nitter.mint.lgbt' ([Errno -2] Name or service not known)"))
2025-05-03 14:37:20,969 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.my.id: HTTPSConnectionPool(host='nitter.my.id', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c3c3550>: Failed to resolve 'nitter.my.id' ([Errno -2] Name or service not known)"))
2025-05-03 14:37:21,799 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.onion.love: HTTPSConnectionPool(host='nitter.onion.love', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c388f10>: Failed to resolve 'nitter.onion.love' ([Errno -2] Name or service not known)"))
2025-05-03 14:37:22,487 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.plutonic.tk: HTTPSConnectionPool(host='nitter.plutonic.tk', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f4d6c3c8f10>: Failed to resolve 'nitter.plutonic.tk' ([Errno -2] Name or service not known)"))
2025-05-03 14:37:26,970 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.privacydev.net/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:37:27,905 INFO     twitter_scanner: scan_twitter: Status code: 429
2025-05-03 14:37:27,906 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:43:44 GMT', 'Content-Type': 'text/html', 'Content-Length': '577', 'Connection': 'keep-alive'}
2025-05-03 14:37:27,907 INFO     twitter_scanner: scan_twitter: Text length: 577
2025-05-03 14:37:27,909 WARNING  twitter_scanner: 429 Too Many Requests on https://nitter.privacydev.net, skipping
2025-05-03 14:37:27,910 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.aishiteiru.moe/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 14:37:28,997 INFO     twitter_scanner: scan_twitter: Status code: 200
2025-05-03 14:37:29,001 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 14:37:28 GMT', 'Content-Type': 'text/html;charset=utf-8', 'Transfer-Encoding': 'chunked', 'Connection': 'keep-alive', 'Strict-Transport-Security': 'max-age=31536000; includeSubDomains; preload', 'Content-Security-Policy': "default-src 'none'; script-src 'self' 'unsafe-inline'; img-src 'self'; style-src 'self' 'unsafe-inline'; font-src 'self'; object-src 'none'; media-src 'self' blob: video.twimg.com; worker-src 'self' blob:; base-uri 'self'; form-action 'self'; frame-ancestors 'self'; connect-src 'self' https://*.twimg.com; manifest-src 'self'", 'X-Content-Type-Options': 'nosniff', 'X-Frame-Options': 'DENY', 'X-XSS-Protection': '1; mode=block', 'Content-Encoding': 'gzip'}
2025-05-03 14:37:29,002 INFO     twitter_scanner: scan_twitter: Text length: 26800
2025-05-03 14:37:29,151 INFO     twitter_scanner: scan_twitter: Successfully fetched from https://nitter.aishiteiru.moe
2025-05-03 14:37:29,164 INFO     twitter_scanner: scan_twitter: Found 5 items, processing up to 100
2025-05-03 14:37:34,180 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/Zayed_Alhemairy
2025-05-03 14:37:35,132 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/Zayed_Alhemairy
2025-05-03 14:37:36,136 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/Zayed_Alhemairy
2025-05-03 14:37:38,372 INFO     twitter_scanner: fetch_profile_info: bio='📌 Crypto investor since 2016📌 ...', created=2012-04-10 21:51:00, tweets_count=5176
2025-05-03 14:38:04,687 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/web3_365
2025-05-03 14:38:05,502 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/web3_365
2025-05-03 14:38:06,504 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/web3_365
2025-05-03 14:38:08,194 INFO     twitter_scanner: fetch_profile_info: bio='...', created=2023-04-06 14:30:00, tweets_count=46
2025-05-03 14:38:17,868 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.privacydev.net/Chain_Grid
2025-05-03 14:38:18,701 WARNING  twitter_scanner: fetch_profile_info: Error on https://nitter.privacydev.net: 429 Client Error: Too Many Requests for url: https://nitter.privacydev.net/Chain_Grid
2025-05-03 14:38:19,702 INFO     twitter_scanner: fetch_profile_info: Trying https://nitter.aishiteiru.moe/Chain_Grid
2025-05-03 14:38:21,136 INFO     twitter_scanner: fetch_profile_info: bio='ChainGrid: Empowering Decentra...', created=2024-02-22 14:03:00, tweets_count=206
2025-05-03 14:38:22,994 INFO     twitter_scanner: scan_twitter: Returning 0 parsed tweets
2025-05-03 15:01:36,700 INFO     __main__: Инициализация TelegramClient...
2025-05-03 15:01:37,287 INFO     __main__: Успешный вход под @bot_early_crypto_watcher_bot (id=8149732599)
2025-05-03 15:01:37,291 INFO     __main__: Запускаем EarlyCryptoWatcherBot (Telethon)
2025-05-03 15:01:37,292 INFO     __main__: EarlyCryptoWatcherBot (Telethon) слушает команды ...
2025-05-03 15:02:05,859 INFO     __main__: Получена команда /scan от 469165312
2025-05-03 15:02:06,018 INFO     twitter_scanner: Проверка доступных зеркал Nitter...
2025-05-03 15:02:07,296 INFO     twitter_scanner: Рабочее зеркало: https://nitter.privacydev.net
2025-05-03 15:02:08,485 INFO     twitter_scanner: Рабочее зеркало: https://nitter.aishiteiru.moe
2025-05-03 15:02:11,946 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.pussthecat.org: HTTPSConnectionPool(host='nitter.pussthecat.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff5083ccb10>: Failed to resolve 'nitter.pussthecat.org' ([Errno -2] Name or service not known)"))
2025-05-03 15:02:13,316 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.moomoo.me: HTTPSConnectionPool(host='nitter.moomoo.me', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)')))
2025-05-03 15:02:15,365 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.privacy.com.de: HTTPSConnectionPool(host='nitter.privacy.com.de', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1016)')))
2025-05-03 15:02:16,659 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.fdn.fr: HTTPSConnectionPool(host='nitter.fdn.fr', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff508397e50>: Failed to resolve 'nitter.fdn.fr' ([Errno -2] Name or service not known)"))
2025-05-03 15:02:17,307 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.1d4.us: HTTPSConnectionPool(host='nitter.1d4.us', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff5083e8cd0>: Failed to resolve 'nitter.1d4.us' ([Errno -5] No address associated with hostname)"))
2025-05-03 15:02:18,273 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.10qt.net: HTTPSConnectionPool(host='nitter.10qt.net', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 15:02:19,646 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.ahwx.org: HTTPSConnectionPool(host='nitter.ahwx.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, "[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nitter.ahwx.org'. (_ssl.c:1016)")))
2025-05-03 15:02:24,703 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.asmallr.tech: HTTPSConnectionPool(host='nitter.asmallr.tech', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff5083eb890>: Failed to resolve 'nitter.asmallr.tech' ([Errno -2] Name or service not known)"))
2025-05-03 15:02:30,791 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.bierlefeld.com: HTTPSConnectionPool(host='nitter.bierlefeld.com', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)')))
2025-05-03 15:02:30,309 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.blahaj.land: HTTPSConnectionPool(host='nitter.blahaj.land', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 15:02:31,026 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.buntcomm.com: HTTPSConnectionPool(host='nitter.buntcomm.com', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 15:02:31,822 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.colibriste.org: HTTPSConnectionPool(host='nitter.colibriste.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1016)')))
2025-05-03 15:02:36,903 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.crabf.art: HTTPSConnectionPool(host='nitter.crabf.art', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7ff5083f4490>, 'Connection to nitter.crabf.art timed out. (connect timeout=5)'))
2025-05-03 15:02:43,585 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.fullex.fr: HTTPSConnectionPool(host='nitter.fullex.fr', port=443): Read timed out. (read timeout=5)
2025-05-03 15:02:49,636 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.gl-pillet.fr: HTTPSConnectionPool(host='nitter.gl-pillet.fr', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7ff5083e9ad0>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2025-05-03 15:02:53,785 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.mint.lgbt: HTTPSConnectionPool(host='nitter.mint.lgbt', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff5083cfb90>: Failed to resolve 'nitter.mint.lgbt' ([Errno -2] Name or service not known)"))
2025-05-03 15:02:57,127 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.my.id: HTTPSConnectionPool(host='nitter.my.id', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff5083e9410>: Failed to resolve 'nitter.my.id' ([Errno -2] Name or service not known)"))
2025-05-03 15:02:58,312 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.onion.love: HTTPSConnectionPool(host='nitter.onion.love', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff5083f7fd0>: Failed to resolve 'nitter.onion.love' ([Errno -2] Name or service not known)"))
2025-05-03 15:02:59,493 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.plutonic.tk: HTTPSConnectionPool(host='nitter.plutonic.tk', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7ff5083f4f50>: Failed to resolve 'nitter.plutonic.tk' ([Errno -2] Name or service not known)"))
2025-05-03 15:04:52,093 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.privacydev.net/search?f=tweets&q=%27a16z%27%20OR%20%27binance%20labs%27%20OR%20%27paradigm%27%20OR%20%27testnet%27%20OR%20%27zk%27%20OR%20%27l2%27%20OR%20%27galxe%27%20OR%20%27zealy%27%20OR%20%27points%27%20OR%20%27farm%27%20OR%20%27airdrop%27%20since%3A2025-04-26
2025-05-03 15:04:53,068 INFO     twitter_scanner: scan_twitter: Status code: 429
2025-05-03 15:04:53,069 INFO     twitter_scanner: scan_twitter: Headers: {'Server': 'nginx', 'Date': 'Sat, 03 May 2025 15:11:09 GMT', 'Content-Type': 'text/html', 'Content-Length': '577', 'Connection': 'keep-alive'}
2025-05-03 15:04:53,070 INFO     twitter_scanner: scan_twitter: Text length: 577
2025-05-03 15:04:53,070 WARNING  twitter_scanner: 429 Too Many Requests on https://nitter.privacydev.net, skipping
2025-05-03 15:32:34,125 INFO     __main__: Инициализация TelegramClient...
2025-05-03 15:32:34,616 INFO     __main__: Успешный вход под @bot_early_crypto_watcher_bot (id=8149732599)
2025-05-03 15:32:34,623 INFO     __main__: Запускаем EarlyCryptoWatcherBot (Telethon)
2025-05-03 15:32:34,624 INFO     __main__: EarlyCryptoWatcherBot (Telethon) слушает команды ...
2025-05-03 15:32:43,849 INFO     __main__: Получена команда /scan от 469165312
2025-05-03 15:32:43,927 INFO     twitter_scanner: Проверка доступных зеркал Nitter...
2025-05-03 15:32:45,034 INFO     twitter_scanner: Рабочее зеркало: https://nitter.privacydev.net
2025-05-03 15:32:47,814 INFO     twitter_scanner: Рабочее зеркало: https://nitter.aishiteiru.moe
2025-05-03 15:32:51,906 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.pussthecat.org: HTTPSConnectionPool(host='nitter.pussthecat.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f6575150>: Failed to resolve 'nitter.pussthecat.org' ([Errno -2] Name or service not known)"))
2025-05-03 15:32:53,276 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.moomoo.me: HTTPSConnectionPool(host='nitter.moomoo.me', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)')))
2025-05-03 15:32:54,867 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.privacy.com.de: HTTPSConnectionPool(host='nitter.privacy.com.de', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLError(1, '[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1016)')))
2025-05-03 15:32:55,536 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.fdn.fr: HTTPSConnectionPool(host='nitter.fdn.fr', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f6580f50>: Failed to resolve 'nitter.fdn.fr' ([Errno -2] Name or service not known)"))
2025-05-03 15:32:56,759 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.1d4.us: HTTPSConnectionPool(host='nitter.1d4.us', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f6578ad0>: Failed to resolve 'nitter.1d4.us' ([Errno -5] No address associated with hostname)"))
2025-05-03 15:32:57,699 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.10qt.net: HTTPSConnectionPool(host='nitter.10qt.net', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 15:32:58,923 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.ahwx.org: HTTPSConnectionPool(host='nitter.ahwx.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, "[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: Hostname mismatch, certificate is not valid for 'nitter.ahwx.org'. (_ssl.c:1016)")))
2025-05-03 15:33:02,982 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.asmallr.tech: HTTPSConnectionPool(host='nitter.asmallr.tech', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f6578a90>: Failed to resolve 'nitter.asmallr.tech' ([Errno -2] Name or service not known)"))
2025-05-03 15:33:04,176 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.bierlefeld.com: HTTPSConnectionPool(host='nitter.bierlefeld.com', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: certificate has expired (_ssl.c:1016)')))
2025-05-03 15:33:05,594 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.blahaj.land: HTTPSConnectionPool(host='nitter.blahaj.land', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 15:33:06,294 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.buntcomm.com: HTTPSConnectionPool(host='nitter.buntcomm.com', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLCertVerificationError(1, '[SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: unable to get local issuer certificate (_ssl.c:1016)')))
2025-05-03 15:33:07,381 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.colibriste.org: HTTPSConnectionPool(host='nitter.colibriste.org', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by SSLError(SSLError(1, '[SSL: TLSV1_UNRECOGNIZED_NAME] tlsv1 unrecognized name (_ssl.c:1016)')))
2025-05-03 15:33:12,475 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.crabf.art: HTTPSConnectionPool(host='nitter.crabf.art', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by ConnectTimeoutError(<urllib3.connection.HTTPSConnection object at 0x7f37f6597390>, 'Connection to nitter.crabf.art timed out. (connect timeout=5)'))
2025-05-03 15:33:18,396 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.fullex.fr: HTTPSConnectionPool(host='nitter.fullex.fr', port=443): Read timed out. (read timeout=5)
2025-05-03 15:33:23,491 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.gl-pillet.fr: HTTPSConnectionPool(host='nitter.gl-pillet.fr', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NewConnectionError('<urllib3.connection.HTTPSConnection object at 0x7f37f6578610>: Failed to establish a new connection: [Errno 101] Network is unreachable'))
2025-05-03 15:33:27,658 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.mint.lgbt: HTTPSConnectionPool(host='nitter.mint.lgbt', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f6582010>: Failed to resolve 'nitter.mint.lgbt' ([Errno -2] Name or service not known)"))
2025-05-03 15:33:30,350 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.my.id: HTTPSConnectionPool(host='nitter.my.id', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f6596450>: Failed to resolve 'nitter.my.id' ([Errno -2] Name or service not known)"))
2025-05-03 15:33:31,100 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.onion.love: HTTPSConnectionPool(host='nitter.onion.love', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f6595010>: Failed to resolve 'nitter.onion.love' ([Errno -2] Name or service not known)"))
2025-05-03 15:33:32,414 WARNING  twitter_scanner: Ошибка при проверке зеркала https://nitter.plutonic.tk: HTTPSConnectionPool(host='nitter.plutonic.tk', port=443): Max retries exceeded with url: /search?f=tweets&q=crypto (Caused by NameResolutionError("<urllib3.connection.HTTPSConnection object at 0x7f37f657b690>: Failed to resolve 'nitter.plutonic.tk' ([Errno -2] Name or service not known)"))
2025-05-03 15:33:34,777 INFO     twitter_scanner: scan_twitter: Trying mirror: https://nitter.privacydev.net
